"Key            Name:Suffix                                Trend Definitions Used"
"Point_1:","1A052-25_1-P045 ROOM TEMP","","5 minutes"
"Point_2:","1A052-26_1-P045 ROOM HUM","","5 minutes"
"Point_3:","1A050-27_1-P043 ROOM PRES","","5 minutes"
"Time Interval:","5 Minutes"
"Date Range:","4/6/2026 00:00:00 - 4/6/2026 23:55:00"
"Report Timings:","All Hours"
""
"<>Date","Time","Point_1","Point_2","Point_3"
"4/6/2026","00:00:00","21.5","35.7","20.1"
"4/6/2026","00:05:00","21.5","35.8","20.8"
"4/6/2026","00:10:00","21.5","35.6","20.3"
"4/6/2026","00:15:00","21.5","35.7","20.4"
"4/6/2026","00:20:00","21.5","35.7","20.1"
"4/6/2026","00:25:00","21.5","35.7","19.8"
"4/6/2026","00:30:00","21.6","35.7","20.0"
"4/6/2026","00:35:00","21.5","35.7","19.5"
"4/6/2026","00:40:00","21.5","35.6","19.5"
"4/6/2026","00:45:00","21.6","35.6","19.8"
"4/6/2026","00:50:00","21.5","35.6","19.8"
"4/6/2026","00:55:00","21.6","35.6","20.0"
"4/6/2026","01:00:00","21.5","35.7","19.9"
"4/6/2026","01:05:00","21.5","35.6","19.9"
"4/6/2026","01:10:00","21.5","35.7","20.2"
"4/6/2026","01:15:00","21.5","35.7","20.4"
"4/6/2026","01:20:00","21.5","35.8","20.1"
"4/6/2026","01:25:00","21.5","35.7","20.4"
"4/6/2026","01:30:00","21.5","35.9","19.7"
"4/6/2026","01:35:00","21.5","35.7","20.1"
"4/6/2026","01:40:00","21.5","35.8","19.9"
"4/6/2026","01:45:00","21.5","35.7","20.0"
"4/6/2026","01:50:00","21.5","35.8","19.6"
"4/6/2026","01:55:00","21.5","35.6","20.0"
"4/6/2026","02:00:00","21.5","35.8","19.3"
"4/6/2026","02:05:00","21.5","35.6","20.0"
"4/6/2026","02:10:00","21.5","35.8","20.2"
"4/6/2026","02:15:00","21.5","35.6","19.6"
"4/6/2026","02:20:00","21.5","35.8","19.7"
"4/6/2026","02:25:00","21.5","35.6","20.2"
"4/6/2026","02:30:00","21.5","35.8","19.8"
"4/6/2026","02:35:00","21.5","35.7","20.3"
"4/6/2026","02:40:00","21.4","35.9","20.5"
"4/6/2026","02:45:00","21.5","35.8","20.4"
"4/6/2026","02:50:00","21.5","35.9","19.3"
"4/6/2026","02:55:00","21.5","35.8","19.5"
"4/6/2026","03:00:00","21.4","35.8","19.9"
"4/6/2026","03:05:00","21.5","35.8","20.0"
"4/6/2026","03:10:00","21.5","35.8","19.6"
"4/6/2026","03:15:00","21.5","35.8","19.0"
"4/6/2026","03:20:00","21.4","35.8","19.3"
"4/6/2026","03:25:00","21.4","35.9","20.0"
"4/6/2026","03:30:00","21.4","35.8","19.9"
"4/6/2026","03:35:00","21.4","36.0","20.1"
"4/6/2026","03:40:00","21.4","36.0","20.4"
"4/6/2026","03:45:00","21.4","36.1","20.5"
"4/6/2026","03:50:00","21.4","36.0","20.2"
"4/6/2026","03:55:00","21.4","36.1","20.3"
"4/6/2026","04:00:00","21.4","36.0","20.5"
"4/6/2026","04:05:00","21.4","36.2","20.0"
"4/6/2026","04:10:00","21.4","36.0","20.5"
"4/6/2026","04:15:00","21.4","36.2","20.2"
"4/6/2026","04:20:00","21.4","36.0","20.0"
"4/6/2026","04:25:00","21.3","36.2","19.4"
"4/6/2026","04:30:00","21.4","36.0","19.8"
"4/6/2026","04:35:00","21.4","36.2","20.1"
"4/6/2026","04:40:00","21.4","36.0","20.2"
"4/6/2026","04:45:00","21.3","36.2","19.9"
"4/6/2026","04:50:00","21.4","36.0","20.3"
"4/6/2026","04:55:00","21.3","36.2","20.6"
